76.550000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
65.620000,68.895565,71.250720,72.842155,73.826560,74.360625,74.601040,74.704495,74.827680,75.127285,75.760000,76.560825,77.275600,77.927275,78.538800,79.133125,79.733200,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
55.120000,58.155155,60.513040,62.303785,63.637520,64.624375,65.374480,65.997965,66.604960,67.305596,68.210000,69.182570,70.033760,70.792790,71.488880,72.151250,72.809120,73.491710,74.228241,75.047931,75.980000,77.025750,78.155600,79.352450,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
45.530000,48.334845,50.680960,52.636715,54.270480,55.650625,56.845520,57.923535,58.953041,60.002406,61.140000,62.256380,63.219840,64.065360,64.827920,65.542500,66.244080,66.967640,67.748161,68.620621,69.620000,70.744105,71.955440,73.236035,74.567920,75.933125,77.313680,78.691616,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
37.630000,40.222365,42.527520,44.581555,46.420560,48.080625,49.597840,51.008296,52.348081,53.653286,54.960000,56.179785,57.226080,58.137795,58.953840,59.713125,60.454560,61.217055,62.039521,62.960866,64.020000,65.212760,66.496480,67.852320,69.261440,70.705000,72.164160,73.620081,75.053921,76.446841,77.780000,79.063880,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
30.860000,33.228500,35.441200,37.510400,39.448400,41.267500,42.980000,44.598201,46.134401,47.600901,49.010000,50.290250,51.389200,52.347650,53.206400,54.006250,54.788000,55.592450,56.460401,57.432651,58.550000,59.808420,61.163360,62.594840,64.082880,65.607500,67.148720,68.686561,70.201041,71.672181,73.080000,74.435615,75.765920,77.074605,78.365360,79.641875,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
25.020000,27.154615,29.231520,31.246305,33.194560,35.071875,36.873840,38.596046,40.234081,41.783536,43.240000,44.545905,45.673840,46.664635,47.559120,48.398125,49.222480,50.073015,50.990561,52.015946,53.190000,54.510470,55.933760,57.438690,59.004080,60.608750,62.231520,63.851211,65.446641,66.996631,68.480000,69.908685,71.311280,72.691595,74.053440,75.400625,76.736960,78.066256,79.392321,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
20.510000,22.422210,24.336880,26.240570,28.119840,29.961250,31.751360,33.476731,35.123921,36.679491,38.130000,39.427655,40.559840,41.565885,42.485120,43.356875,44.220480,45.115265,46.080561,47.155696,48.380000,49.754225,51.238000,52.808975,54.444800,56.123125,57.821600,59.517876,61.189601,62.814427,64.370000,65.869280,67.342640,68.793860,70.226720,71.645000,73.052480,74.452941,75.850161,77.247921,78.650000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
16.650000,18.354375,20.106400,21.886425,23.674800,25.451875,27.198000,28.893526,30.518801,32.054176,33.480000,34.756130,35.880640,36.891210,37.825520,38.721250,39.616080,40.547690,41.553761,42.671971,43.940000,45.361865,46.900720,48.532955,50.234960,51.983125,53.753840,55.523496,57.268481,58.965187,60.590000,62.157020,63.698560,65.218340,66.720080,68.207500,69.684320,71.154261,72.621041,74.088381,75.560000,77.031450,78.496400,79.955750,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
13.120000,14.605260,16.168880,17.788120,19.440240,21.102500,22.752160,24.366481,25.922721,27.398141,28.770000,30.004240,31.105520,32.109180,33.050560,33.965000,34.887840,35.854420,36.900081,38.060161,39.370000,40.837455,42.430240,44.123485,45.892320,47.711875,49.557280,51.403666,53.226161,54.999897,56.700000,58.342070,59.960560,61.558890,63.140480,64.708750,66.267120,67.819011,69.367841,70.917031,72.470000,74.022640,75.569120,77.110280,78.646960,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
